date,obcina,avg_temp_c,min_temp_c,max_temp_c,precip_mm,snowfall_cm,cloud_cover_pct,visibility_m,sunshine_duration_sec,sunny,rainy,snowy,icy,frost,fog,weather_label
2026-03-30,Cerkvenjak,6.8,3.0,10.9,0.5,0.0,100,,11312.47,0,1,0,0,0,0,rainy
2026-03-30,Cirkulane,6.1,3.4,9.2,0.7,0.0,99,,10687.84,0,1,0,0,0,0,rainy
2026-03-30,Crnomelj,6.3,3.0,9.5,1.1,0.0,96,,10011.76,0,1,0,0,0,0,rainy
2026-03-30,Destrnik,6.7,3.2,10.5,0.6,0.0,99,,15710.7,0,1,0,0,0,0,rainy
2026-03-30,Divaca,5.4,1.2,9.9,0.9,0.0,70,,22176.19,1,1,0,0,0,0,rainy
2026-03-30,Dobje,4.8,2.3,8.4,1.4,0.0,100,,10800.0,0,1,0,0,0,0,rainy
2026-03-30,Dobrepolje,4.5,0.4,8.6,2.1,0.0,84,,18000.0,0,1,0,0,0,0,rainy
2026-03-30,Dobrna,4.2,1.4,8.0,0.6,0.0,97,,21111.39,0,1,0,0,0,0,rainy
2026-03-30,Dobrova-Polhov Gradec,5.0,0.7,8.3,0.7,0.0,71,,14593.92,0,1,0,0,0,0,rainy
2026-03-30,Dobrovnik,6.2,3.5,8.1,0.9,0.0,100,,2217.87,0,1,0,0,0,0,rainy
2026-03-30,Dol pri Ljubljani,5.0,0.2,9.9,1.9,0.0,64,,18211.03,0,1,0,0,0,0,rainy
2026-03-30,Dolenjske Toplice,4.2,0.9,8.3,2.6,0.0,95,,18175.28,0,1,0,0,0,0,rainy
2026-03-30,Domžale,4.4,-0.3,9.4,0.8,0.0,65,,18588.22,0,1,0,0,1,0,rainy
2026-03-30,Dornava,6.4,3.8,9.9,0.5,0.0,99,,12559.4,0,1,0,0,0,0,rainy
2026-03-30,Dravograd,4.5,0.5,8.6,0.7,0.07,74,,18510.46,0,1,1,0,0,0,snowy
2026-03-30,Duplek,7.1,2.9,10.7,0.2,0.0,99,,17565.49,0,1,0,0,0,0,rainy
2026-03-30,Gorenja vas-Poljane,3.1,-1.1,6.2,0.7,0.0,71,,13905.92,0,1,0,0,1,0,rainy
2026-03-30,Gorišnica,6.4,3.8,9.9,0.5,0.0,99,,12559.4,0,1,0,0,0,0,rainy
2026-03-30,Gorje,-2.8,-7.2,0.9,0.0,1.47,65,,16410.73,0,0,1,0,1,0,snowy
2026-03-30,Gornja Radgona,6.9,2.7,11.4,1.1,0.0,99,,8841.88,0,1,0,0,0,0,rainy
2026-03-30,Gornji Grad,4.5,0.1,9.6,3.0,0.35,66,,21562.48,0,1,1,0,0,0,snowy
2026-03-30,Gornji Petrovci,5.6,3.2,10.3,0.4,0.0,100,,11325.26,0,1,0,0,0,0,rainy
2026-03-30,Grad,5.9,3.0,10.4,0.4,0.0,99,,11283.88,0,1,0,0,0,0,rainy
2026-03-30,Grosuplje,5.5,0.3,9.4,1.5,0.0,78,,18454.75,0,1,0,0,0,0,rainy
2026-03-30,Hajdina,6.5,2.9,9.9,0.6,0.0,99,,12918.16,0,1,0,0,0,0,rainy
2026-03-30,Hoce-Slivnica,6.7,3.5,10.4,1.3,0.0,98,,15258.96,0,1,0,0,0,0,rainy
2026-03-30,Hodoš,5.6,3.2,8.9,0.4,0.0,100,,7701.74,0,1,0,0,0,0,rainy
2026-03-30,Horjul,5.3,0.9,8.8,1.4,0.0,71,,15150.49,0,1,0,0,0,0,rainy
2026-03-30,Hrastnik,4.9,1.3,8.8,0.4,0.0,97,,22406.71,1,1,0,0,0,0,rainy
2026-03-30,Hrpelje-Kozina,5.3,0.4,9.9,0.7,0.0,68,,21546.58,0,1,0,0,0,0,rainy
2026-03-30,Idrija,3.1,-0.2,5.8,0.8,0.07,71,,14064.03,0,1,1,0,1,0,snowy
2026-03-30,Ig,4.5,-0.2,8.7,1.2,0.0,71,,16699.11,0,1,0,0,1,0,rainy
2026-03-30,Ilirska Bistrica,2.9,-3.2,9.0,1.3,0.0,68,,19394.59,0,1,0,0,1,0,rainy
2026-03-30,Ivancna Gorica,5.2,0.6,9.0,0.9,0.0,82,,19068.65,0,1,0,0,0,0,rainy
2026-03-30,Izola,9.5,4.3,12.6,0.1,0.0,68,,22106.45,1,1,0,0,0,0,rainy
2026-03-30,Jesenice,1.1,-2.5,5.4,0.4,2.17,62,,13575.72,0,1,1,0,1,0,snowy
2026-03-30,Jezersko,1.5,-3.0,5.5,1.2,0.35,65,,14961.17,0,1,1,0,1,0,snowy
2026-03-30,Juršinci,6.5,3.8,10.4,0.4,0.0,100,,13341.09,0,1,0,0,0,0,rainy
2026-03-30,Kamnik,2.5,-1.7,6.8,0.2,0.28,63,,17367.79,0,1,1,0,1,0,snowy
2026-03-30,Kanal,6.0,1.0,10.6,0.9,0.0,72,,11253.76,0,1,0,0,0,0,rainy
2026-03-30,Kidricevo,6.7,2.7,9.7,0.4,0.0,100,,17293.34,0,1,0,0,0,0,rainy
2026-03-30,Kobarid,5.4,1.2,9.8,0.5,0.0,75,,8478.95,0,1,0,0,0,0,rainy
2026-03-30,Kobilje,6.2,3.5,8.1,0.9,0.0,100,,2217.87,0,1,0,0,0,0,rainy
2026-03-30,Kocevje,4.1,-0.2,9.6,2.1,0.0,89,,18000.0,0,1,0,0,1,0,rainy
2026-03-30,Komen,7.6,2.3,11.9,0.2,0.0,70,,19781.12,0,1,0,0,0,0,rainy
2026-03-30,Komenda,4.3,-0.9,8.7,3.6,0.0,67,,14883.43,0,1,0,0,1,0,rainy
2026-03-30,Koper,7.3,1.6,11.2,0.7,0.0,68,,22159.62,1,1,0,0,0,0,rainy
2026-03-30,Kostanjevica,7.1,4.3,10.6,0.8,0.0,100,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Kostel,2.5,-1.2,7.0,2.3,0.0,90,,19738.26,0,1,0,0,1,0,rainy
2026-03-30,Kozje,5.3,2.2,8.8,0.8,0.0,100,,9482.8,0,1,0,0,0,0,rainy
2026-03-30,Kranj,4.4,-0.9,8.5,1.3,0.07,70,,13797.98,0,1,1,0,1,0,snowy
2026-03-30,Kranjska Gora,-2.0,-6.7,2.7,0.0,0.7,65,,18902.32,0,0,1,0,1,0,snowy
2026-03-30,Križevci,6.4,3.0,10.4,0.5,0.0,99,,8689.0,0,1,0,0,0,0,rainy
2026-03-30,Krško,6.4,3.9,9.4,0.7,0.0,100,,7969.65,0,1,0,0,0,0,rainy
2026-03-30,Kungota,6.9,2.5,11.1,0.6,0.0,96,,15920.38,0,1,0,0,0,0,rainy
2026-03-30,Kuzma,6.3,2.8,11.6,0.3,0.0,98,,12437.51,0,1,0,0,0,0,rainy
2026-03-30,Laško,5.0,2.1,8.9,0.4,0.0,99,,11798.98,0,1,0,0,0,0,rainy
2026-03-30,Lenart,7.4,2.9,11.4,0.0,0.0,99,,16790.59,0,0,0,0,0,0,cloudy_or_mixed
2026-03-30,Lendava,5.9,3.3,7.4,3.5,0.07,100,,0.0,0,1,1,0,0,0,snowy
2026-03-30,Litija,4.5,0.9,9.1,1.8,0.0,79,,21497.62,0,1,0,0,0,0,rainy
2026-03-30,Ljubljana,4.7,-0.1,9.6,1.9,0.0,64,,18211.03,0,1,0,0,1,0,rainy
2026-03-30,Ljubno,3.2,-1.6,8.0,0.1,0.35,69,,18744.35,0,1,1,0,1,0,snowy
2026-03-30,Ljutomer,6.3,3.5,9.6,0.7,0.0,100,,8326.14,0,1,0,0,0,0,rainy
2026-03-30,Log-Dragomer,5.4,1.0,9.6,2.1,0.28,67,,14806.83,0,1,1,0,0,0,snowy
2026-03-30,Logatec,3.8,0.2,7.0,0.8,0.0,71,,15903.88,0,1,0,0,0,0,rainy
2026-03-30,Lovrenc na Pohorju,4.4,1.7,8.8,0.8,0.0,91,,18022.36,0,1,0,0,0,0,rainy
2026-03-30,Loška dolina,2.3,-2.4,6.3,1.3,0.91,73,,18531.79,0,1,1,0,1,0,snowy
2026-03-30,Loški Potok,1.7,-1.7,5.2,1.8,1.47,78,,18000.0,0,1,1,0,1,0,snowy
2026-03-30,Luce,2.2,-2.5,7.2,0.5,0.0,66,,20980.59,0,1,0,0,1,0,rainy
2026-03-30,Lukovica,3.1,-1.2,8.2,3.0,0.35,66,,21562.48,0,1,1,0,1,0,snowy
2026-03-30,Majšperk,5.5,2.1,8.5,0.6,0.0,99,,8236.77,0,1,0,0,0,0,rainy
2026-03-30,Makole,5.6,2.4,8.4,0.7,0.0,100,,11329.37,0,1,0,0,0,0,rainy
2026-03-30,Maribor,7.4,4.1,11.4,0.3,0.0,96,,15990.6,0,1,0,0,0,0,rainy
2026-03-30,Markovci,6.1,3.4,9.2,0.7,0.0,99,,10687.84,0,1,0,0,0,0,rainy
2026-03-30,Medvode,4.2,-0.7,7.9,0.6,0.0,71,,14164.47,0,1,0,0,1,0,rainy
2026-03-30,Mengeš,4.4,-0.3,9.4,0.8,0.0,65,,18588.22,0,1,0,0,1,0,rainy
2026-03-30,Metlika,6.1,3.3,9.4,1.5,0.0,100,,8757.32,0,1,0,0,0,0,rainy
2026-03-30,Mežica,4.0,-0.2,7.3,0.4,0.0,72,,16280.3,0,1,0,0,1,0,rainy
2026-03-30,Miklavž na Dravskem polju,7.1,2.9,10.7,0.2,0.0,99,,17565.49,0,1,0,0,0,0,rainy
2026-03-30,Miren-Kostanjevica,7.5,0.6,12.4,2.2,0.0,70,,16719.99,0,1,0,0,0,0,rainy
2026-03-30,Mirna,6.2,3.5,9.7,1.3,0.0,100,,19914.74,0,1,0,0,0,0,rainy
2026-03-30,Mirna Pec,6.4,3.2,10.2,1.0,0.0,98,,19168.72,0,1,0,0,0,0,rainy
2026-03-30,Mislinja,3.3,0.1,7.4,0.5,0.0,84,,18841.29,0,1,0,0,0,0,rainy
2026-03-30,Mokronog-Trebelno,5.2,2.5,8.7,1.3,0.0,100,,19914.74,0,1,0,0,0,0,rainy
2026-03-30,Moravce,5.0,1.4,9.9,1.2,0.0,67,,21164.02,0,1,0,0,0,0,rainy
2026-03-30,Moravske Toplice,6.2,3.4,9.3,0.6,0.0,100,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Mozirje,3.8,-1.8,9.2,0.4,0.0,72,,21437.59,0,1,0,0,1,0,rainy
2026-03-30,Murska Sobota,6.5,3.7,9.4,0.7,0.0,100,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Muta,4.2,-0.0,9.7,0.9,0.0,82,,20955.31,0,1,0,0,0,0,rainy
2026-03-30,Naklo,4.3,-0.9,8.4,1.3,0.07,70,,13797.98,0,1,1,0,1,0,snowy
2026-03-30,Nazarje,5.0,-0.5,10.6,0.4,0.0,75,,21600.0,1,1,0,0,1,0,rainy
2026-03-30,Nova Goriška,3.3,-0.9,6.9,0.2,0.0,71,,14842.86,0,1,0,0,1,0,rainy
2026-03-30,Novo Mesto,5.5,2.2,9.9,1.2,0.0,99,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Odranci,6.1,3.5,8.2,1.1,0.0,100,,2420.95,0,1,0,0,0,0,rainy
2026-03-30,Oplotnica,5.3,1.8,8.3,2.7,0.0,99,,13670.45,0,1,0,0,0,0,rainy
2026-03-30,Ormož,6.4,3.4,9.6,0.7,0.0,100,,9818.21,0,1,0,0,0,0,rainy
2026-03-30,Osilnica,4.9,0.8,10.0,1.9,0.0,91,,18194.86,0,1,0,0,0,0,rainy
2026-03-30,Pesnica,6.9,2.5,11.1,0.6,0.0,96,,15920.38,0,1,0,0,0,0,rainy
2026-03-30,Piran,8.2,2.3,12.3,0.2,0.0,68,,21593.39,0,1,0,0,0,0,rainy
2026-03-30,Pivka,3.7,-0.6,8.3,1.6,0.0,69,,21084.73,0,1,0,0,1,0,rainy
2026-03-30,Podcetrtek,5.3,2.2,8.8,0.8,0.0,100,,9482.8,0,1,0,0,0,0,rainy
2026-03-30,Podlehnik,6.1,2.5,9.1,0.5,0.0,99,,10890.63,0,1,0,0,0,0,rainy
2026-03-30,Podvelka,4.3,0.5,9.4,0.4,0.0,93,,20372.04,0,1,0,0,0,0,rainy
2026-03-30,Poljčane,6.5,3.2,9.2,0.7,0.0,100,,11329.37,0,1,0,0,0,0,rainy
2026-03-30,Polzela,5.3,0.2,10.4,0.3,0.0,85,,23407.27,1,1,0,0,0,0,rainy
2026-03-30,Postojna,4.5,0.2,8.7,1.7,0.07,70,,20896.84,0,1,1,0,0,0,snowy
2026-03-30,Prebold,5.1,0.9,10.1,0.3,0.0,86,,23976.29,1,1,0,0,0,0,rainy
2026-03-30,Preddvor,-1.9,-6.2,1.5,0.0,1.33,64,,14581.99,0,0,1,0,1,0,snowy
2026-03-30,Prevalje,3.7,-0.5,7.0,0.4,0.0,72,,16280.3,0,1,0,0,1,0,rainy
2026-03-30,Ptuj,6.5,2.9,9.9,0.6,0.0,99,,12918.16,0,1,0,0,0,0,rainy
2026-03-30,Puconci,5.9,3.0,10.4,0.4,0.0,99,,11283.88,0,1,0,0,0,0,rainy
2026-03-30,Race-Fram,6.7,2.7,9.7,0.4,0.0,100,,17293.34,0,1,0,0,0,0,rainy
2026-03-30,Radece,5.5,2.4,9.2,2.1,0.0,100,,20479.85,0,1,0,0,0,0,rainy
2026-03-30,Radenci,6.6,3.0,10.6,1.5,0.0,99,,7230.16,0,1,0,0,0,0,rainy
2026-03-30,Radlje ob Dravi,5.1,0.9,10.7,0.9,0.0,82,,20955.31,0,1,0,0,0,0,rainy
2026-03-30,Radovljica,3.9,-0.7,7.9,1.3,0.49,66,,12383.34,0,1,1,0,1,0,snowy
2026-03-30,Ravne na Koroškem,4.6,0.4,7.9,0.4,0.0,72,,16280.3,0,1,0,0,0,0,rainy
2026-03-30,Razkrižje,5.9,3.5,8.4,1.5,0.0,100,,2151.52,0,1,0,0,0,0,rainy
2026-03-30,Renče-Vogrsko,8.3,1.5,13.3,2.2,0.0,70,,16719.99,0,1,0,0,0,0,rainy
2026-03-30,Rečica ob Savinji,4.2,-1.2,9.9,0.4,0.0,75,,21600.0,1,1,0,0,1,0,rainy
2026-03-30,Ribnica,4.7,0.4,9.5,2.5,0.07,84,,18000.0,0,1,1,0,0,0,snowy
2026-03-30,Ribnica na Pohorju,1.5,-1.4,5.8,0.2,0.56,94,,16839.05,0,1,1,0,1,0,snowy
2026-03-30,Rogatec,5.7,2.5,8.9,0.4,0.0,99,,7390.96,0,1,0,0,0,0,rainy
2026-03-30,Rogaška Slatina,6.0,3.2,9.4,0.8,0.0,100,,8761.0,0,1,0,0,0,0,rainy
2026-03-30,Rogašovci,6.6,2.9,11.7,0.3,0.0,98,,12252.24,0,1,0,0,0,0,rainy
2026-03-30,Ruše,4.2,1.5,8.2,0.5,0.0,97,,12919.91,0,1,0,0,0,0,rainy
2026-03-30,Selnica ob Dravi,4.2,1.5,8.1,0.5,0.0,97,,12919.91,0,1,0,0,0,0,rainy
2026-03-30,Semic,4.5,1.9,8.0,1.5,0.0,99,,10916.23,0,1,0,0,0,0,rainy
2026-03-30,Sevnica,6.4,3.9,9.9,2.6,0.0,100,,7563.67,0,1,0,0,0,0,rainy
2026-03-30,Sežana,7.0,3.2,10.8,0.4,0.0,70,,22799.93,1,1,0,0,0,0,rainy
2026-03-30,Slovenj Gradec,4.3,0.1,8.4,0.8,0.14,72,,18051.03,0,1,1,0,0,0,snowy
2026-03-30,Slovenska Bistrica,4.9,1.3,8.4,1.3,0.0,99,,11318.65,0,1,0,0,0,0,rainy
2026-03-30,Slovenske Konjice,5.6,1.9,9.0,1.7,0.0,100,,14754.3,0,1,0,0,0,0,rainy
2026-03-30,Sodražica,2.7,-0.8,7.2,2.5,0.14,77,,18000.0,0,1,1,0,1,0,snowy
2026-03-30,Solcava,-3.9,-8.4,0.3,0.0,0.91,62,,14720.45,0,0,1,0,1,0,snowy
2026-03-30,Središče ob Dravi,6.4,3.4,9.6,0.7,0.0,100,,9818.21,0,1,0,0,0,0,rainy
2026-03-30,Starše,6.7,2.7,9.7,0.4,0.0,100,,17293.34,0,1,0,0,0,0,rainy
2026-03-30,Straža,6.6,3.2,10.7,1.8,0.0,97,,18842.3,0,1,0,0,0,0,rainy
2026-03-30,Sveta Ana,7.5,3.0,11.9,0.0,0.0,98,,15555.79,0,0,0,0,0,0,cloudy_or_mixed
2026-03-30,Sveta Trojica v Slovenskih goricah,6.8,3.0,10.9,0.5,0.0,100,,11312.47,0,1,0,0,0,0,rainy
2026-03-30,Sveti Andraž v Slovenskih Goricah,6.8,3.0,10.9,0.5,0.0,100,,11312.47,0,1,0,0,0,0,rainy
2026-03-30,Sveti Jurij,6.4,3.0,10.4,0.5,0.0,99,,8689.0,0,1,0,0,0,0,rainy
2026-03-30,Sveti Jurij v Slovenskih goricah,7.5,3.0,11.9,0.0,0.0,98,,15555.79,0,0,0,0,0,0,cloudy_or_mixed
2026-03-30,Sveti Tomaž,6.5,3.8,10.4,0.4,0.0,100,,13341.09,0,1,0,0,0,0,rainy
2026-03-30,Tabor,5.1,0.9,10.1,0.3,0.0,86,,23976.29,1,1,0,0,0,0,rainy
2026-03-30,Tišina,6.6,3.0,10.6,1.5,0.0,99,,7230.16,0,1,0,0,0,0,rainy
2026-03-30,Tolmin,3.4,-2.0,7.9,1.1,0.07,70,,12024.13,0,1,1,0,1,0,snowy
2026-03-30,Trbovlje,4.7,1.6,9.1,0.7,0.0,87,,22744.55,1,1,0,0,0,0,rainy
2026-03-30,Trebnje,5.7,2.0,9.2,1.2,0.0,90,,20255.64,0,1,0,0,0,0,rainy
2026-03-30,Trnovska vas,6.7,3.2,10.5,0.6,0.0,99,,15710.7,0,1,0,0,0,0,rainy
2026-03-30,Trzin,4.7,-0.1,9.6,1.9,0.0,64,,18211.03,0,1,0,0,1,0,rainy
2026-03-30,Tržič,2.5,-0.8,6.3,0.3,0.21,65,,11739.76,0,1,1,0,1,0,snowy
2026-03-30,Turnišče,6.1,3.5,8.2,1.1,0.0,100,,2420.95,0,1,0,0,0,0,rainy
2026-03-30,Velenje,4.5,0.2,9.2,0.4,0.0,85,,21398.38,0,1,0,0,0,0,rainy
2026-03-30,Velika Polana,6.1,3.5,8.2,1.1,0.0,100,,2420.95,0,1,0,0,0,0,rainy
2026-03-30,Velike Lašče,4.5,-0.2,8.2,0.9,0.0,76,,18000.0,0,1,0,0,1,0,rainy
2026-03-30,Veržej,6.4,3.7,9.6,0.7,0.0,100,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Videm,6.1,2.5,9.1,0.5,0.0,99,,10890.63,0,1,0,0,0,0,rainy
2026-03-30,Vipava,5.6,1.8,9.3,0.8,0.0,70,,20713.95,0,1,0,0,0,0,rainy
2026-03-30,Vitanje,3.5,0.7,7.3,0.6,0.0,97,,21111.39,0,1,0,0,0,0,rainy
2026-03-30,Vodice,4.5,-1.1,9.1,0.6,0.0,68,,14479.85,0,1,0,0,1,0,rainy
2026-03-30,Vojnik,5.7,2.3,9.5,1.3,0.0,98,,15205.7,0,1,0,0,0,0,rainy
2026-03-30,Vransko,5.4,0.7,10.9,1.0,0.0,76,,21600.0,1,1,0,0,0,0,rainy
2026-03-30,Vrhnika,6.1,2.2,9.7,0.8,0.0,70,,17069.33,0,1,0,0,0,0,rainy
2026-03-30,Vuzenica,4.6,1.1,9.4,0.9,0.0,79,,19314.0,0,1,0,0,0,0,rainy
2026-03-30,Zagorje ob Savi,6.0,2.6,11.0,1.3,0.0,78,,21611.69,1,1,0,0,0,0,rainy
2026-03-30,Zavrc,6.1,3.4,9.2,0.7,0.0,99,,10687.84,0,1,0,0,0,0,rainy
2026-03-30,Zrece,3.7,0.4,7.1,1.8,0.07,98,,13422.57,0,1,1,0,0,0,snowy
2026-03-30,Črenšovci,6.1,3.5,8.2,1.1,0.0,100,,2420.95,0,1,0,0,0,0,rainy
2026-03-30,Črna na Koroškem,3.4,-0.3,6.9,0.3,0.14,71,,15848.96,0,1,1,0,1,0,snowy
2026-03-30,Šalovci,5.8,3.2,8.9,0.4,0.0,100,,7949.14,0,1,0,0,0,0,rainy
2026-03-30,Šempeter-Vrtojba,8.2,1.4,13.2,2.2,0.0,70,,16719.99,0,1,0,0,0,0,rainy
2026-03-30,Šentilj,7.1,2.2,11.6,0.3,0.0,96,,15664.75,0,1,0,0,0,0,rainy
2026-03-30,Šentjernej,6.0,2.8,9.9,2.1,0.0,99,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Šentjur pri Celju,6.6,3.5,10.2,1.5,0.0,100,,13615.67,0,1,0,0,0,0,rainy
2026-03-30,Šentrupert,6.2,3.5,9.7,1.3,0.0,100,,19914.74,0,1,0,0,0,0,rainy
2026-03-30,Šenčur,4.4,-0.9,8.5,1.3,0.07,70,,13797.98,0,1,1,0,1,0,snowy
2026-03-30,Škocjan,6.5,4.0,9.9,1.1,0.0,100,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Škofja Loka,3.3,-1.4,7.2,0.9,0.07,69,,13803.34,0,1,1,0,1,0,snowy
2026-03-30,Škofljica,4.9,0.0,9.6,1.6,0.0,67,,17616.2,0,1,0,0,0,0,rainy
2026-03-30,Šmarje pri Jelšah,6.2,3.2,9.9,1.5,0.0,100,,13615.67,0,1,0,0,0,0,rainy
2026-03-30,Šmarješke Toplice,6.4,3.5,10.3,1.0,0.0,100,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Šmartno in Litiji,4.9,1.3,9.1,1.4,0.0,81,,20220.32,0,1,0,0,0,0,rainy
2026-03-30,Šmartno ob Paki,4.7,0.4,9.4,0.4,0.0,85,,21398.38,0,1,0,0,0,0,rainy
2026-03-30,Šoštanj,3.3,-1.3,7.9,0.7,0.0,73,,18658.22,0,1,0,0,1,0,rainy
2026-03-30,Štore,5.0,1.9,9.2,0.1,0.0,99,,14271.18,0,1,0,0,0,0,rainy
2026-03-30,Žalec,5.9,2.6,10.1,0.2,0.0,96,,24964.26,1,1,0,0,0,0,rainy
2026-03-30,Železniki,2.0,-2.7,6.1,1.1,0.07,69,,15364.6,0,1,1,0,1,0,snowy
2026-03-30,Žetale,5.8,2.4,8.8,0.6,0.0,99,,8236.77,0,1,0,0,0,0,rainy
2026-03-30,Žiri,4.9,1.0,7.9,0.9,0.0,71,,14100.33,0,1,0,0,0,0,rainy
2026-03-30,Žirovnica,0.4,-3.2,4.7,0.4,2.17,62,,13575.72,0,1,1,0,1,0,snowy
2026-03-30,Žužemberk,5.0,1.2,9.1,2.4,0.0,91,,18693.72,0,1,0,0,0,0,rainy
