date,obcina,lat,lon,avg_temp_c,min_temp_c,max_temp_c,precip_mm,snowfall_cm,cloud_cover_pct,visibility_m,sunshine_duration_sec,sunny,rainy,snowy,icy,frost,fog,weather_label
2026-03-30,Mežica,46.53,14.85,4.0,-0.2,7.3,0.4,0.0,72,,16280.3,0,1,0,0,1,0,rainy
2026-03-30,Miklavž na Dravskem polju,46.49,15.71,7.1,2.9,10.7,0.2,0.0,99,,17565.49,0,1,0,0,0,0,rainy
2026-03-30,Miren-Kostanjevica,45.86,13.63,7.5,0.6,12.4,2.2,0.0,70,,16719.99,0,1,0,0,0,0,rainy
2026-03-30,Mirna,45.94,15.05,6.2,3.5,9.7,1.3,0.0,100,,19914.74,0,1,0,0,0,0,rainy
2026-03-30,Mirna Pec,45.85,15.09,6.4,3.2,10.2,1.0,0.0,98,,19168.72,0,1,0,0,0,0,rainy
2026-03-30,Mislinja,46.45,15.22,3.3,0.1,7.4,0.5,0.0,84,,18841.29,0,1,0,0,0,0,rainy
2026-03-30,Mokronog-Trebelno,45.91,15.16,5.2,2.5,8.7,1.3,0.0,100,,19914.74,0,1,0,0,0,0,rainy
2026-03-30,Moravce,46.14,14.76,5.0,1.4,9.9,1.2,0.0,67,,21164.02,0,1,0,0,0,0,rainy
2026-03-30,Moravske Toplice,46.71,16.27,6.2,3.4,9.3,0.6,0.0,100,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Mozirje,46.36,14.95,3.8,-1.8,9.2,0.4,0.0,72,,21437.59,0,1,0,0,1,0,rainy
2026-03-30,Murska Sobota,46.65,16.16,6.5,3.7,9.4,0.7,0.0,100,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Muta,46.63,15.13,4.2,-0.0,9.7,0.9,0.0,82,,20955.31,0,1,0,0,0,0,rainy
2026-03-30,Naklo,46.29,14.3,4.3,-0.9,8.4,1.3,0.07,70,,13797.98,0,1,1,0,1,0,snowy
2026-03-30,Nazarje,46.28,14.91,5.0,-0.5,10.6,0.4,0.0,75,,21600.0,1,1,0,0,1,0,rainy
2026-03-30,Nova Goriška,45.98,13.73,3.3,-0.9,6.9,0.2,0.0,71,,14842.86,0,1,0,0,1,0,rainy
2026-03-30,Novo Mesto,45.77,15.2,5.5,2.2,9.9,1.2,0.0,99,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Odranci,46.59,16.28,6.1,3.5,8.2,1.1,0.0,100,,2420.95,0,1,0,0,0,0,rainy
2026-03-30,Oplotnica,46.39,15.45,5.3,1.8,8.3,2.7,0.0,99,,13670.45,0,1,0,0,0,0,rainy
2026-03-30,Ormož,46.44,16.14,6.4,3.4,9.6,0.7,0.0,100,,9818.21,0,1,0,0,0,0,rainy
2026-03-30,Osilnica,45.54,14.73,4.9,0.8,10.0,1.9,0.0,91,,18194.86,0,1,0,0,0,0,rainy
2026-03-30,Pesnica,46.62,15.71,6.9,2.5,11.1,0.6,0.0,96,,15920.38,0,1,0,0,0,0,rainy
2026-03-30,Piran,45.49,13.63,8.2,2.3,12.3,0.2,0.0,68,,21593.39,0,1,0,0,0,0,rainy
2026-03-30,Pivka,45.68,14.23,3.7,-0.6,8.3,1.6,0.0,69,,21084.73,0,1,0,0,1,0,rainy
2026-03-30,Podcetrtek,46.05,15.65,5.3,2.2,8.8,0.8,0.0,100,,9482.8,0,1,0,0,0,0,rainy
2026-03-30,Podlehnik,46.31,15.88,6.1,2.5,9.1,0.5,0.0,99,,10890.63,0,1,0,0,0,0,rainy
2026-03-30,Podvelka,46.59,15.36,4.3,0.5,9.4,0.4,0.0,93,,20372.04,0,1,0,0,0,0,rainy
2026-03-30,Poljčane,46.3,15.6,6.5,3.2,9.2,0.7,0.0,100,,11329.37,0,1,0,0,0,0,rainy
2026-03-30,Polzela,46.31,15.09,5.3,0.2,10.4,0.3,0.0,85,,23407.27,1,1,0,0,0,0,rainy
2026-03-30,Postojna,45.79,14.17,4.5,0.2,8.7,1.7,0.07,70,,20896.84,0,1,1,0,0,0,snowy
2026-03-30,Prebold,46.22,15.09,5.1,0.9,10.1,0.3,0.0,86,,23976.29,1,1,0,0,0,0,rainy
2026-03-30,Preddvor,46.33,14.47,-1.9,-6.2,1.5,0.0,1.33,64,,14581.99,0,0,1,0,1,0,snowy
2026-03-30,Prevalje,46.56,14.89,3.7,-0.5,7.0,0.4,0.0,72,,16280.3,0,1,0,0,1,0,rainy
2026-03-30,Ptuj,46.44,15.88,6.5,2.9,9.9,0.6,0.0,99,,12918.16,0,1,0,0,0,0,rainy
2026-03-30,Puconci,46.75,16.13,5.9,3.0,10.4,0.4,0.0,99,,11283.88,0,1,0,0,0,0,rainy
2026-03-30,Race-Fram,46.45,15.65,6.7,2.7,9.7,0.4,0.0,100,,17293.34,0,1,0,0,0,0,rainy
2026-03-30,Radece,46.06,15.15,5.5,2.4,9.2,2.1,0.0,100,,20479.85,0,1,0,0,0,0,rainy
2026-03-30,Radenci,46.62,16.05,6.6,3.0,10.6,1.5,0.0,99,,7230.16,0,1,0,0,0,0,rainy
2026-03-30,Radlje ob Dravi,46.6,15.24,5.1,0.9,10.7,0.9,0.0,82,,20955.31,0,1,0,0,0,0,rainy
2026-03-30,Radovljica,46.34,14.21,3.9,-0.7,7.9,1.3,0.49,66,,12383.34,0,1,1,0,1,0,snowy
2026-03-30,Ravne na Koroškem,46.55,14.96,4.6,0.4,7.9,0.4,0.0,72,,16280.3,0,1,0,0,0,0,rainy
2026-03-30,Razkrižje,46.52,16.28,5.9,3.5,8.4,1.5,0.0,100,,2151.52,0,1,0,0,0,0,rainy
2026-03-30,Renče-Vogrsko,45.89,13.67,8.3,1.5,13.3,2.2,0.0,70,,16719.99,0,1,0,0,0,0,rainy
2026-03-30,Rečica ob Savinji,46.33,14.9,4.2,-1.2,9.9,0.4,0.0,75,,21600.0,1,1,0,0,1,0,rainy
2026-03-30,Ribnica,45.73,14.72,4.7,0.4,9.5,2.5,0.07,84,,18000.0,0,1,1,0,0,0,snowy
2026-03-30,Ribnica na Pohorju,46.53,15.26,1.5,-1.4,5.8,0.2,0.56,94,,16839.05,0,1,1,0,1,0,snowy
2026-03-30,Rogatec,46.24,15.74,5.7,2.5,8.9,0.4,0.0,99,,7390.96,0,1,0,0,0,0,rainy
2026-03-30,Rogaška Slatina,46.25,15.64,6.0,3.2,9.4,0.8,0.0,100,,8761.0,0,1,0,0,0,0,rainy
2026-03-30,Rogašovci,46.8,16.02,6.6,2.9,11.7,0.3,0.0,98,,12252.24,0,1,0,0,0,0,rainy
2026-03-30,Ruše,46.52,15.49,4.2,1.5,8.2,0.5,0.0,97,,12919.91,0,1,0,0,0,0,rainy
2026-03-30,Selnica ob Dravi,46.58,15.49,4.2,1.5,8.1,0.5,0.0,97,,12919.91,0,1,0,0,0,0,rainy
2026-03-30,Semic,45.65,15.16,4.5,1.9,8.0,1.5,0.0,99,,10916.23,0,1,0,0,0,0,rainy
2026-03-30,Sevnica,46.01,15.28,6.4,3.9,9.9,2.6,0.0,100,,7563.67,0,1,0,0,0,0,rainy
2026-03-30,Sežana,45.73,13.87,7.0,3.2,10.8,0.4,0.0,70,,22799.93,1,1,0,0,0,0,rainy
2026-03-30,Slovenj Gradec,46.49,15.08,4.3,0.1,8.4,0.8,0.14,72,,18051.03,0,1,1,0,0,0,snowy
2026-03-30,Slovenska Bistrica,46.41,15.54,4.9,1.3,8.4,1.3,0.0,99,,11318.65,0,1,0,0,0,0,rainy
2026-03-30,Slovenske Konjice,46.32,15.47,5.6,1.9,9.0,1.7,0.0,100,,14754.3,0,1,0,0,0,0,rainy
2026-03-30,Sodražica,45.75,14.62,2.7,-0.8,7.2,2.5,0.14,77,,18000.0,0,1,1,0,1,0,snowy
2026-03-30,Solcava,46.41,14.66,-3.9,-8.4,0.3,0.0,0.91,62,,14720.45,0,0,1,0,1,0,snowy
2026-03-30,Središče ob Dravi,46.4,16.22,6.4,3.4,9.6,0.7,0.0,100,,9818.21,0,1,0,0,0,0,rainy
2026-03-30,Starše,46.46,15.76,6.7,2.7,9.7,0.4,0.0,100,,17293.34,0,1,0,0,0,0,rainy
2026-03-30,Straža,45.77,15.09,6.6,3.2,10.7,1.8,0.0,97,,18842.3,0,1,0,0,0,0,rainy
2026-03-30,Sveta Ana,46.65,15.84,7.5,3.0,11.9,0.0,0.0,98,,15555.79,0,0,0,0,0,0,cloudy_or_mixed
2026-03-30,Sveta Trojica v Slovenskih goricah,46.57,15.89,6.8,3.0,10.9,0.5,0.0,100,,11312.47,0,1,0,0,0,0,rainy
2026-03-30,Sveti Andraž v Slovenskih Goricah,46.52,15.96,6.8,3.0,10.9,0.5,0.0,100,,11312.47,0,1,0,0,0,0,rainy
2026-03-30,Sveti Jurij,46.56,16.03,6.4,3.0,10.4,0.5,0.0,99,,8689.0,0,1,0,0,0,0,rainy
2026-03-30,Sveti Jurij v Slovenskih goricah,46.62,15.79,7.5,3.0,11.9,0.0,0.0,98,,15555.79,0,0,0,0,0,0,cloudy_or_mixed
2026-03-30,Sveti Tomaž,46.48,16.07,6.5,3.8,10.4,0.4,0.0,100,,13341.09,0,1,0,0,0,0,rainy
2026-03-30,Tabor,46.22,15.02,5.1,0.9,10.1,0.3,0.0,86,,23976.29,1,1,0,0,0,0,rainy
2026-03-30,Tišina,46.67,16.07,6.6,3.0,10.6,1.5,0.0,99,,7230.16,0,1,0,0,0,0,rainy
2026-03-30,Tolmin,46.17,13.81,3.4,-2.0,7.9,1.1,0.07,70,,12024.13,0,1,1,0,1,0,snowy
2026-03-30,Trbovlje,46.12,15.05,4.7,1.6,9.1,0.7,0.0,87,,22744.55,1,1,0,0,0,0,rainy
2026-03-30,Trebnje,45.9,14.97,5.7,2.0,9.2,1.2,0.0,90,,20255.64,0,1,0,0,0,0,rainy
2026-03-30,Trnovska vas,46.52,15.89,6.7,3.2,10.5,0.6,0.0,99,,15710.7,0,1,0,0,0,0,rainy
2026-03-30,Trzin,46.13,14.56,4.7,-0.1,9.6,1.9,0.0,64,,18211.03,0,1,0,0,1,0,rainy
2026-03-30,Tržič,46.39,14.33,2.5,-0.8,6.3,0.3,0.21,65,,11739.76,0,1,1,0,1,0,snowy
2026-03-30,Turnišče,46.62,16.32,6.1,3.5,8.2,1.1,0.0,100,,2420.95,0,1,0,0,0,0,rainy
2026-03-30,Velenje,46.37,15.13,4.5,0.2,9.2,0.4,0.0,85,,21398.38,0,1,0,0,0,0,rainy
2026-03-30,Velika Polana,46.58,16.36,6.1,3.5,8.2,1.1,0.0,100,,2420.95,0,1,0,0,0,0,rainy
2026-03-30,Velike Lašče,45.84,14.59,4.5,-0.2,8.2,0.9,0.0,76,,18000.0,0,1,0,0,1,0,rainy
2026-03-30,Veržej,46.58,16.18,6.4,3.7,9.6,0.7,0.0,100,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Videm,46.34,15.91,6.1,2.5,9.1,0.5,0.0,99,,10890.63,0,1,0,0,0,0,rainy
2026-03-30,Vipava,45.82,13.98,5.6,1.8,9.3,0.8,0.0,70,,20713.95,0,1,0,0,0,0,rainy
2026-03-30,Vitanje,46.4,15.3,3.5,0.7,7.3,0.6,0.0,97,,21111.39,0,1,0,0,0,0,rainy
2026-03-30,Vodice,46.17,14.49,4.5,-1.1,9.1,0.6,0.0,68,,14479.85,0,1,0,0,1,0,rainy
2026-03-30,Vojnik,46.32,15.32,5.7,2.3,9.5,1.3,0.0,98,,15205.7,0,1,0,0,0,0,rainy
2026-03-30,Vransko,46.24,14.95,5.4,0.7,10.9,1.0,0.0,76,,21600.0,1,1,0,0,0,0,rainy
2026-03-30,Vrhnika,45.96,14.29,6.1,2.2,9.7,0.8,0.0,70,,17069.33,0,1,0,0,0,0,rainy
2026-03-30,Vuzenica,46.57,15.16,4.6,1.1,9.4,0.9,0.0,79,,19314.0,0,1,0,0,0,0,rainy
2026-03-30,Zagorje ob Savi,46.15,14.93,6.0,2.6,11.0,1.3,0.0,78,,21611.69,1,1,0,0,0,0,rainy
2026-03-30,Zavrc,46.36,16.05,6.1,3.4,9.2,0.7,0.0,99,,10687.84,0,1,0,0,0,0,rainy
2026-03-30,Zrece,46.4,15.37,3.7,0.4,7.1,1.8,0.07,98,,13422.57,0,1,1,0,0,0,snowy
2026-03-30,Črenšovci,46.56,16.3,6.1,3.5,8.2,1.1,0.0,100,,2420.95,0,1,0,0,0,0,rainy
2026-03-30,Črna na Koroškem,46.47,14.83,3.4,-0.3,6.9,0.3,0.14,71,,15848.96,0,1,1,0,1,0,snowy
2026-03-30,Šalovci,46.83,16.26,5.8,3.2,8.9,0.4,0.0,100,,7949.14,0,1,0,0,0,0,rainy
2026-03-30,Šempeter-Vrtojba,45.92,13.64,8.2,1.4,13.2,2.2,0.0,70,,16719.99,0,1,0,0,0,0,rainy
2026-03-30,Šentilj,46.68,15.71,7.1,2.2,11.6,0.3,0.0,96,,15664.75,0,1,0,0,0,0,rainy
2026-03-30,Šentjernej,45.82,15.35,6.0,2.8,9.9,2.1,0.0,99,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Šentjur pri Celju,46.19,15.43,6.6,3.5,10.2,1.5,0.0,100,,13615.67,0,1,0,0,0,0,rainy
2026-03-30,Šentrupert,45.98,15.1,6.2,3.5,9.7,1.3,0.0,100,,19914.74,0,1,0,0,0,0,rainy
2026-03-30,Šenčur,46.24,14.42,4.4,-0.9,8.5,1.3,0.07,70,,13797.98,0,1,1,0,1,0,snowy
2026-03-30,Škocjan,45.92,15.31,6.5,4.0,9.9,1.1,0.0,100,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Škofja Loka,46.16,14.28,3.3,-1.4,7.2,0.9,0.07,69,,13803.34,0,1,1,0,1,0,snowy
2026-03-30,Škofljica,45.97,14.57,4.9,0.0,9.6,1.6,0.0,67,,17616.2,0,1,0,0,0,0,rainy
2026-03-30,Šmarje pri Jelšah,46.21,15.53,6.2,3.2,9.9,1.5,0.0,100,,13615.67,0,1,0,0,0,0,rainy
2026-03-30,Šmarješke Toplice,45.88,15.25,6.4,3.5,10.3,1.0,0.0,100,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Šmartno in Litiji,46.03,14.85,4.9,1.3,9.1,1.4,0.0,81,,20220.32,0,1,0,0,0,0,rainy
2026-03-30,Šmartno ob Paki,46.34,15.03,4.7,0.4,9.4,0.4,0.0,85,,21398.38,0,1,0,0,0,0,rainy
2026-03-30,Šoštanj,46.41,15.0,3.3,-1.3,7.9,0.7,0.0,73,,18658.22,0,1,0,0,1,0,rainy
2026-03-30,Štore,46.2,15.33,5.0,1.9,9.2,0.1,0.0,99,,14271.18,0,1,0,0,0,0,rainy
2026-03-30,Žalec,46.26,15.17,5.9,2.6,10.1,0.2,0.0,96,,24964.26,1,1,0,0,0,0,rainy
2026-03-30,Železniki,46.22,14.11,2.0,-2.7,6.1,1.1,0.07,69,,15364.6,0,1,1,0,1,0,snowy
2026-03-30,Žetale,46.28,15.81,5.8,2.4,8.8,0.6,0.0,99,,8236.77,0,1,0,0,0,0,rainy
2026-03-30,Žiri,46.05,14.11,4.9,1.0,7.9,0.9,0.0,71,,14100.33,0,1,0,0,0,0,rainy
2026-03-30,Žirovnica,46.41,14.17,0.4,-3.2,4.7,0.4,2.17,62,,13575.72,0,1,1,0,1,0,snowy
2026-03-30,Žužemberk,45.81,14.93,5.0,1.2,9.1,2.4,0.0,91,,18693.72,0,1,0,0,0,0,rainy
